ÿColumn1,id,text,emotion
15436,62067340,"A%FG %0' GF' (J&) 4'A (*J,J D-'DG' %0' 9F/C E' 9E *EC (*91A 4H 'D79E JDJ (/C J'G #H %J #F' CD %4J (7(. (J6. (J6 3GD). (3 59() ('J/H 'JAJC* .1(G' (1,000,000 H'J2",Neutral
15437,62067341,(7(.G' C#FG 9E (7(. D-/' H9E (J9ED DJ /,', EJF* 9DJG' E4 %FG J9FJ #J (J* (1J 4DHF E' J5A (3 CD %4J EF 'D(J* DDEBDH() DD(H8) JDJ JDJ (/C J'G,Neutral
15438,62067342,"%JG B/ E' ** (H'/ H/EJ 3HD G'G'G' 'D1H- E' GJC 9DI #J +JFC 'D*CFJC 'D3J/ (*J,J G'J 9DE* 9ED* ('DDHC /'HF 9ED* #C+1 EF EJ*JF #HF D'JF #HCJ 9DI 'D2HE EF F'3 EF #3*1'DJ' HEF C'DJAH1FJ' ('D/(J 'DJ'('F H%JG GHF HJ9FJ JDJ (/C J'G %,H' EF CD 'DE-D'* CDG .'JA %FG CJA 1- F9ED 'D5AJ-) CJA 1- F9ED 'D/ H#C+1 4J! 'D.(2 'G.",Fear
15439,62067343,BD* DGE %0' EECF (3 #F' (#91A 4H 9E (9ED H%0' E* BD/HFJ (J7D9 FA3 'D4J! HJDJ (9* DJ E3, %FG #HE'JB'/ 7HD -J'*J E4 9'1A) CJA #9ED G0G 'D .(2 'D7'(HF H'DC9C H'DB/3 HJDDJ (/C %J'G BD* DGE (3 'D.HA J9FJ 'DAJDE EF ,H'.,Neutral
15440,62067344,"J* (*J,J %0' AJ -/' ,F(C *97JC 'DCHE (DJ2.,Neutral
15441,62067346,'*BJ/ J(/H %FG D'2E JCHF 9F/C 'DCHEJ*EF*.,Neutral
15442,62067347,*(J 94'. A94'F 59() DD-J') J9FJ 18 3'9) CD JHE,Neutral
15443,62067348,H"G J' AJHF *(J 3C3 3H J9FJ 'DF'3 %FG (J4HAHC GDB %FG GDB 7D9* EF GD# -(J(*J #F' 5'1 DJ EF 2/10 3F) 9E1J 20 3F) DGDB 9E (4*:D HGDC* H H(-( 4:DJ (3 #F' E' #,J* EF 'DFH9 #F' 5'1 DJ J9FJ GJC E*D E' CF' 9E F-CJ 9DI #4J'! +'FJ) GJC F-F.,Neutral
15444,62067349,DHDJ H. H. J' 1J*,Neutral
15445,62067350,J9FJ E' D'2E *(D4 DE' EF HB* 9E1G' *CHF #1(9 3FJF.,Neutral
15446,62067353,'HC. ,H/J 'DEFJH *(9F' EF'3( DD DD :J1 'D91(,Neutral
15447,62067355,"#HCJ G'G'G' J9FJ G'G'G' (3 %FG J9FJ %0' %0' -/' #CD E+D' #CD) J9FJ E+D' 'DEBDH() ('DD-E) ('D,('D (J*F,'F (CJA F-F' EF9EDG' ('D(G'1'* ('D/3E CDG. %0' -/' GJC #CDG' EF 'DF'3 %DDJ E*9H/) 9DI 'D#CD 'D.AJA DDF8JA 'DC0' J9FJ.",Neutral
15448,62067358,G'G'G' "G 5- "G (J-(H',Neutral
15449,62067359,"DE' C'F 9F/J 'DE79E *(9J C'F 9F/J E79E '3EG (J*J",Neutral
15450,62067360,"HCF* #7(. HCD 'D#CD'* %DDJ 9E F-CJG E'DJ ('DC*( H'DF'3 %DDJ %,H' (JF 'D91( E' (J E' (J3'9/H' 'D91( (3 #BHD DC %FG E' -/' 91(J %,' 9DI 'DE79E *(9J.",Neutral
15451,62067361,H CD 'DF'3 %DDJ ',H' C'FH' AH1' H%F,DJ2J. HJGH/ %31'&JDJ) HGJC,Neutral
15452,62067362,"#HH J9FJ / HB*GE #CD'* (-J'*G E' #CD HG' 'D#CD'* J9FJ (*1H- 9DI E7'9E 91(J E'( E'( GHF E' (#91A ('D(D'/ 9F/F' J9FJ 9F' (3 GHF E' (J-7H' EBDH() E3.F H A'5HDJ'! HD-E). HGJC E' (J-7HGE 9DI 'DEFJ1 ACD JHE (:J1 E*D 9DI E2',J 4H (/J '7(. H(J,H' 'DF'3 4H B/J4 GJ HAJ 20 7(B) HG0G H(J'CDH GE.",Neutral
15453,62067364,H(9/JF (JAC1H' (#4J'! +'FJ) %FG.,Neutral
15454,62067365,"%F,DJ2J %3('FJ HDJ #H A1F3J 94'F AJ #4J'! AJ CHFJC4F ('D#CD.",Neutral
15455,62067366,"%JA'F %0' 9E *#CD #CD AD37JFJ #H 1H3J #F' 1-* #CD* 9F/ H'-/) 1H3J) AD37JFJ) (3 GJ E' (*91A %FG AD37JFJ) 9F*JD AJ AJ2J/ H%FG #(HG' C'F AD37JFJ #EG' C'F* E*,H2) *7DB* #(HG' *1C* 9DI 1H3J' EF 50 3F).",Neutral
15456,62067367,H 1-* 9F/G' 9DI E79E 1H3J 79E*FJ #CD) 44(1C (3 E4 44(1C #CD 1H3J 9E (#CD 44(1C ('DD(F H'D GJ H-'77 E1#) 9DJG'.,Neutral
15457,62067368,"G 4HE1 GJ 'D/HD H'DAF'F #HC'J AHBG' 7D9 G'J 4HJ :1J( E4 9'1A) 4H 9E J9FJ #CD*G' BD* DG 'D4J4 (1C C+J1.,Neutral
15458,62067369,D' *2'D 44(1C BD* DG' "G B/J4 'D29D,Neutral
15459,62067372,(9/JF *#CDJ %FG #(HG' AD37JFJ H(*(/J J9FJ #3'9/G' 'DDG J1-EG C'F EJ* J9FJ DBJ*G (3 (3 %FG,Neutral
15460,62067373,'DF'3 'D:1('! JDJ E' (J91AH' #CDF' AJ 3JE' D'J*JJ1 (#CDGE AG'J #-DI 4J! J 0JFC 'DCHFC4F ('D#CD HJ/HF H.,Neutral
15461,62067374,""G E4 (3 AD37JFJ 'D#CD 'D91(J H'D#CD J9FJ EF (1).",Neutral
15462,62067375,AJ #4J'! 94'F *9ED JEFJ HAD37JFJ AJ (1J7'FJ' AJ #4J'! #CJ/ 9/D*JG' 4HJ 94'F *2(7 2J 4H,Neutral
15463,62067376,#CD AD37JFJ :J1*G 'D#,Neutral
15464,62067377,#J4 :J1*J J9FJ (*CHFJ E+D' 1,9*J 9ED*J G' (4CD ,/J/ #H 6A*J 9DJG',Neutral
15465,62067378,D#D#D# #F' E' (9ED GJC.,Neutral
15466,62067380,"GJC D#D# (3 'D2J* GJC 9DJG (JBD J9FJ 9E (D9( 4HJ ('D2J* 9ED* #4J'! CF'A) *4J2 CJC H9ED* 7-JF) (1'HFJ2 H 'G"* CJC E9",Neutral
15467,62067382,"G (*,FF (*,FF 94'F GF GHF (J-7H' E' (-( 'D. -7J* 'D7-JF) 7D9* (*,FF H9ED* CJC E9 'D,Neutral
15468,62067384,HJ9FJ ('D-DHJ'* %F* (*D9(J (3 ('D7(. E' (*D9(J,Neutral
15469,62067385,"DHJ DHJ #CDF' C*J1 7J( E' (/H J9FJ /HF FJ*H H%0' 7(9' 'D7J(JF C+J1 (3 J9FJ (-( #F' #*AFF 4HJ 'G '3*7'9*",Happy
15470,62067386,(D9( 4HJ GJC ('D#4J'! (3 'D#CD D' 'D7(. D'.,Neutral
15471,62067387,#HCJ 7J( # F-F' 9E F-CJ 9DI 'DGJC 9DI 'DEFJH 'DAD37JFJ H'DAD37JFJ H'D91(J H'DEF7B). (JFA9 F-CJ %FG AJC H2JF %31'&JD DDJHE,Neutral
15472,62067388,'(3DH*DJ F'* D' E' AJ 4J! F9E,Anger
15473,62067391,-(J(J 4H %31'&JDJ CH2JF E' 9F/GE %4J GF' 31BH' CD %4J %DDJ 9F' %J'G '3E9 %F* (*91A #C+1 EFJ 9'J4 (AD37JF H4'JA (3 F-F' #F' EJ3*J 3*'*J G'J 5- 'DCDE) 3*'*J,Anger
15474,62067393,'G C'FH' 9'J4JF ('D/JFJ) (3 JGH/ HGF AD37JFJ) (3 JGH/ 9E J'CDH FA3 'D#CD,Neutral
15475,62067394,(3 DE' *:J1 CD %4J. H5'1H' %31'&JDJ) E4 (3 AD37JFJ) HJGH/,Neutral
15476,62067396,"J9FJ :J1* CD %4J %DDJ C'FH' AD37JFJ) JGH/ 5'1H' %31'&JDJ) H(9/JF :J1H' 'D#CD 'DAD37JFJ 'D%31'&JDJ FH'J G'J.",Anger
15477,62067399,(/J #3#D (/J #3#D (1) #F*E. #F' E' (#91A (1J7'FJ' HE' (#91A #H1H(' (3 C+J1 EF-CJ 9DI %FGF (31C H'DE7(. 'DAD37JFJ #H 'DEFJH 'DAD37JFJ (J/A9 *-CJ DJ CJA 9FG J9FJ CJA (J5J1 CH',Neutral
15478,62067400,-(J(J CD 'DE79E GHF 'D91(J 91(J HGJC CDG EJ/D %J3*1F *D'AJA ,1H3 'DEA1H6 GJC (3EHG 94'F E' (/GE JBHDH' %31'&JD 94'F J91AH' %FG 'DF'3 C+J1 9E (J29DH' AE' (J3EHG (JBHDH'.,Anger
15479,62067401,CJA GJC ACDGE J9FJ,Neutral
15480,62067402,J9FJ #-DI EF CD 'DE7'9E %DDJ J-7H' E5'1J C+J1 9DI 'D(J3JF H'D/JCH1 HE' (#91A %J4 (3 CD 'D#CD #CD'*F',Neutral
15481,62067403,"J9FJ 9E (-CJ 9DI #CD'* DDAD37JFJ) 'F*GI CD 'D(D'/ 'D+'FJ) 'DAD'AD H'D-E5 H'D4'H1E' H'D#CD J9FJ (J*AFFH' 'DE3.F H'D#4J'! 'D+'FJ) (3 D' G0' E4 #CD %31'&JDJ.",Neutral
15482,62067404,(3 GDB 9E (J:J1H' 'D3*'JD D#FGE H/J9 J9FJ.,Neutral
15483,62067406,"(J-7H' E3.F 'DEBDH() J9FJ. (3 %0' (*4HAJ 'D#CD) E' (*91A 4H GJ JDJ 9E *#CDG' 94'F 'D E' (#91A 'D91(J 4H 'DCDE) HE' (#91A %0' %F* (*91AG' (3 /J CE J9FJ 'D#CD) EC31) E' (*91A 4H GJ (3 C*(*G' GJC HE' (*91A %FG %0' GJ 'DEBDH() HD' D' #H E3.F #H",Neutral
15484,62067407,"JDJ (/C %J'G (3 D'2E 'G CD 'DE7'9E GHF 'D%31'&JDJ) CDGE CDGE A#F' DE' A*-* E79EJ #F' A*-*G 94'F J9FJ (/J #9DE 'DF'3 %FG G0' 'D#CD #5DJ 'DAD37JFJ HE4 1'- #3EJG *D'AJA H/HD' G0' :2) HEF J'A' HEF 5A/ HEF D/ J9FJ GF E' 9F/GE GJC A' 'G E' AJ4 %4J.",Neutral
15485,62067409,GDB GDB CE'F 4:DG E+D' GE DE' (J,H' (JB/EH' 'D#CD (B/EHG ,H/) %FG #CD %31'&JDJ HD' (JB/EHG %FG 'F3('J1 /(J C0' E+D'.,Neutral
15486,62067411,""G D' #F' E'.",Neutral
15487,62067412,(-( (3 EF HJF (J,J(H' 'D+B) G0G,Surprise
15488,62067413,G'G'G' J9FJ *-* J9FJ D' (-3 D' (-3 'D'D EF HJF (J,J(H' J9FJ 'DE3.F 9DI 'DEFJH,Neutral
15489,62067415,#CDF' C+J1 7J( C*J1 H(J91AH',Happy
15490,62067416,""G (3 %FG %F* *1,9 *B/E 'DEBDH() (#FG J9FJ E+D' 'D-E5 (-3 %FG *E'E 9'/J J9FJ %FG #HCJ 1H'B .D'5 E' GH E' J9FJ C+J1 F'3 *9ED -E5 J9FJ (3 (-3 %FG %0' 'DAD37JFJ) H'D3H1J) E.*DAJF 'DEBDH() EF HJF 9'EDJFG' A' :1J() C+J1 EFG.",Neutral
15491,62067417,"%FG G/HD JDJ %31'&JDJ) J9FJ 9E (J9EDH' (-E5 E4 EF %31'&JD HE4 EF AD37JF G/HD EF (HDF/' HEF ' ' 9DI #DE'FJ'.",Neutral
15492,62067419,E' #F' 4H (-CJ DC #F' 2J (*F'2D (-CJ %FG *4CD.,Neutral
15493,62067421,%FG E' (#91A JD9( (9J/ J9FJ /BJB) J9FJ.,Anger
15494,62067422,'DCDE) J9FJ E' (J3*-H' EF -'DGE %FG E4 (3 'D#CD 1-* 9DI E-D G/'C 'DJHE DBJ* CAJ #H'9J GJC A*'F E*D 'D*71J2 H'DCAJ) 1-* 4 J9FJ :'DJ C+J1 H-7J*G' 1,9* BD* DG' E'J B'/ E*JF ('HF/ 4H G'/ B'D* DJ "G,Anger
15495,62067423,%J (1'F/ EF *D'AJA BD* DG' D' AJ (21 JDJ BD* DG' '3E9J *9'DJ H(D4* #51. EF 'DE-D B/J4 %0' ('D'3*JF J' H(9/JF %,H' 91( 9DI 'DE-D BD* DGE (*91AJ %FG G0' G0' %31'&JDJ 'D 'D 'D*71J2 HE' (#91A %J4 B'D* DJ 4H ((D4 J9FJ J9FJ J*.'FBH' E9 'DE1#) %0' E4 E-DJ (J4*:D GH*D D'2E *-CJ E9 'DE/J1.,Anger
15496,62067424,'D 'D 'DC'AJ) 9E (J-7HG' E3E'1 (J* /1'3) HGJC %0' 9E (JA1BH' 'D'J/JF *J*J 'DC'AJ) J9FJ E' (J91AH' 4H E9F'*G' 'DC'AJ) 9E (J-7HG'.,Anger
15497,62067425,"-E5 1- J31BHG' H1- J31BH (J*C. 31BH' (J*F' 31BH' 'D#16 H'D. J9FJ .D'5 E' AJ4 %4J H'DEH3JBI GDB CF* 9E (3 E9 F'3 (J(9*H' DJ C+J1 #4J'! H#F' E7AJ GJC E' (B/1.",Anger
15498,62067426,(7D9 H(/J #3*A1: H(4HA %FG -'7JF EH3JBI 91(J 9DI 'D 'D 9E (J:FH' ('DJGH/J ('D9(1) ('D91(J F/('* ,1' E4 B'/1),Anger
15499,62067428,9F/GE E' 9F/GE 4.5J) E' 9F/GE.,Neutral
15500,62067429,E4 9'1AJF -'DGE ,'JJF HD' 1'J-JF EF HJF ',H',Anger
15501,62067430,(9/JF (#4HA 'D 'DE7'9E GJC,Neutral
15502,62067432,DJ3H' EEJ2JF 3H'! EJ2) G0' 'DFH').,Neutral
15503,62067433,H*DE 'G (B5/ 3(JD' 60,Neutral
15504,62067434,EJ2) '3E9G' (,H/). %-F' 9E F-CJ 9DI 'DE7'(. HGJC #F' (3 (/J #7D9 4HJ GJC #9ED 2HE 4HJ .AJA) *3'9/JFJ (AC1 (J (".1 #F*D#FG EH,H/) AJ (1J7'FJ' (*-3J %FG 'DH69 'DAD37JFJ) %FG 5'1 #BHI #A6D.,Neutral
15505,62067435,"9DI C#J /JF *J*J H'J/ 9DI E3*HI 'DGHJ) 9DI E3*HI 'DBH'HJ1 FJ3 9DI E3*HI CJA (F-CJ 9F AD37JF.",Neutral
15506,62067436,HJFGHF (D' (%F,'( (DF/F.,Neutral
15507,62067438,'G 5'1* (3 2('D) J9FJ E' AJ E79E GHF.,Neutral
15508,62067439,"AJ E79E EF 1,000,000 3F) (3 (B/1 #91A 'D4CD J9FJ E' -/' 1- JAH* 9DJG %0' (*4HA CHE(J1 JF'D 'D%31'&JDJ) HG'/' %31'&JDJ) JECF AJ 50 H'-/ AD37JFJ 1/40 3F) E' (J1H-H' 9DJG 'DF'3 94'F J6D DC F'B5 (3 'D#CD 7J( (3 'DF'3 (/GE JJ,H HF'3H 'D5H* EH3JBI HGJC #4J'!",Neutral
15509,62067440,(3 GDB EF (9/ 3 J9FJ EF DE' A*-* 'DE79E (9/JF 'DC*( E4 (3 C*(J AJ C+J1 F'3 (9/J 9EDH' C*( AD37JFJ) HC+J1 F'3 GDB 9E (J-CH' #C+1.,Neutral
15510,62067441,A'** %FG 'DB5) 9E *C(1 (3 %0' %0' 4/J J9FJ FH # (.,Neutral
15511,62067443,7J( H H69 'DAD37JFJJF %F ,F1'D E4 9DI E3*HI 'DE7(. (4CD 9'E,Neutral
15512,62067445,"9DI E3*HI E+D' 'D1H'J) 9DI E3*HI CJA (F-CJ 9F AD37JF J9FJ #F' (-3 %FG E+D' 'D3F) 'DE'6J) HB* #-/'+ 'D4J. ,1'- #F' '*A',&* (#FH HF-F AJ 9F' J9FJ 2J C#FG AJ 3FJF E' AJ 3FJF AJ 3FJF H(7D* #F' #-CJ 91(J.",Surprise
15513,62067447,D' (3 2J C#FG C'F AJ %DF' 3FJF F'3 9E */13 H(*-CJ H(*4*:D AD37JF H(*9ED HC0' H HB* #-/'+ 'D4J. ,1'- C'F 'D(HE J9FJ *(9 *(9 CD G0G 'D-'D) AAJ 49H1 9F/J %FG F-F' EF 'D3F) 'DE'6J) H69F' C+J1 #A6D EF B(D. E+D' .E3 3FJF H941 3FJF 9DI E3*HI 9F AD37JF J9FJ.,Happy
15514,62067448,GJC 'DH69 #-3F (3.,Neutral
15515,62067449,J9FJ (9/ 70 3F) 75 3F) E4 E4 CA'J) %DDJ 9E (*5J1 %+('* J9FJ 'DH69 #-3F (3.,Neutral
15516,62067450,"AJ C+J1 F'3 GD# EF (9/ E4 (3 GDB 'D4J. ,1'- (JAH1 AJ C*J1 #H'9J F'3 AJ C*J1 'D3H4J'D EJ/J' 9E *B*D 'D%31'&JDJ) 9E *B*DGE #F' GDB DGDB DGDB 5A-*J J9FJ (9/ E' -7J* 'D 'D 'D4H '3EG :3'F CFA'FJ 9E J-CJ 9DI 'D AJ /E HBAHDJ 'D5A-) GDB HD' -/' (J4HA %4J 9F/J *HJF*J (J4HAH' 20 9DI 'D",Anger
15517,62067451,.DJFJ #-7 #8DFJ #-7 (6DFJ #-7G #BD (DHCJF GJC J9FJ (3 1- #6DFJ #-7 (3 'D 'D 3J*H'4F GHF (DF/F 5'1* #-3F C*J1 (3,Happy
15518,62067452,%0' (*4HA 'D/A1F3 9F 4H %FG 4A* 94'F JHG' A'J2 JDJ 9E J5J1 #H C1JE H H"G 'D 'DCA1'* %DDJ 9DI *(9GE,Neutral
15519,62067453,"HJDJ 9E J5J1 E9F' HD' J9FJ C#FG E' 9E (J5J1 %4J (AD37JF C#FG F-F' H/HF HJDJ 9E (J5J1 #HCJ F-F 91( HE3DEJF #C+1J* 'DF'3 E4 CDGE 7(9' H(1'HF 4E4 (D'F/ HGJC (3.",Neutral
15520,62067454,GJ 'D3* %DDJ 7D9* E9J HC1JF ,FF* 'DF'3 D/1,) %FG DJ3 *'9* (H3*JF 'DD'* H'D#.('1 5'1* /J2 %E(D'.,Neutral
15521,62067456,('D1'-) %FJ HC1JE -1'E 9DI 'DF'3 CDG' J9FJ G/HD J9FJ E4 %FG GF #-3F HF-F #-3F.,Neutral
15522,62067459,H(9/ A$'/ %FG F-F' CJA %FG 7( E4HF' %FG F-F',Neutral
15523,62067462,HGJ 9DEJFJ *#CD HD' *,/ %FG D'2E * * *,Neutral
15524,62067464,A' (*FBJ 2J E4 3GD) J9FJ GHF DGDB DGDB J9FJ CD E1) 9F/J %4J E9 #FFJ H H#J %4J.,Neutral
15525,62067465,"G (J91AH' (J4HAH' DG'/ 'D(', *(9J H(J4HAH' %FG (J-7 C+J1 #4J'! 0'FC JH DBJF' -/' +'FJ,Neutral
15526,62067466,94'F E' (/GE J *D.(7H' E9 -/',Neutral
15527,62067467,9 E' 9F/G EF 'D3JE (HJF* AJH JDJ GF 9F/GE %J'G. #F' C*J1 (-CJ H(-7DC #.('1 (*.HA H(9/JF E' (/F J4*:DH' E9F' 94'F .'JAJF %FG J9EDH' (J3 #HF D'JF E9J #H E' (#91A E' -/' +'FJ. H(9/JF (*-7J #4J'! #,'2 HJDJ (/C J'G.,Fear
15528,62067468,H(9/JF (*1,9 9DJGE A(JF ('DJ3*JJF %F #FJ %F/3*1J GHF (*-3J -'DC E1(H7) GJC J9FJ H1'! 8G1C 3F' %J2J,Neutral
15529,62067469,(3 HF3*AJ/ E*D E' C*( 'DC*'( #F' C*J1 J9FJ #-3F 4J! #-DI 4J! (-J'*J #F' AD37JFJ).,Happy
15530,62067472,2H/ J' ,H/J (/C *-CJ 4J! #F' (/J #FGJ 'DEB'(D) %FG (/F' F J9FJ ".1 #4J'! (/C *-CJG'.,Neutral
15531,62067473,H3J1H 9/DJ -'DC #JH'G GJC,Neutral
15532,62067476,G'G'G' "E H'DDG E' AJ 4J! (3 2JFH'.,Neutral
15533,62067478,D'2E CDF' F(D4 (4HJ) /JAJ/. F:J1 CJA F-CJ E9 (96 CJA F*B'(D E9 'DF'3 HCJA F-CJ 9F AD37JF HCJA F-CJ J9FJ,Neutral
15534,62067479,9DI 'DH'*3. CJA #BHDG' ('D91(J,Neutral
15535,62067482,DJCHF 2J E' (/C.,Neutral
15536,62067483,"#F' AD37JFJ) #C+1 EFC H'DGJ&) 'D3H 3*JH(J/ F-F DJ4 'DF'3 (JC1GHF' H'D%31'&JDJ) 9E (71B HF' E4 (3 ('D(D/ ('D ('D J9FJ (F9EDGE #-3F EFF' 94'F F-F.",Neutral
15537,62067484,"J9FJ %JJG A(5AJ #3GD HDCF 7(9' 'DE3*H7FJF /'&E' (/H1H 9DI #J E(FI A'6J J-7H' #J/GE 9DJG EECF E1'* J916H' 9DI F'3 %FGE J4*1H' HD' -B 'DEFA9) -B 'D%,'1) -B 'DC0' #J  FH9 EF #FH'9 'D-BHB EECF J'./HG 7(J9) 'D-'D %0' C'F E-D E*1HC G0' (-/ 0'*G (9ED *G/J/ C(J1 DDEHB9.",Neutral
15538,62067485,"7( EFJ1 #F' ('D9'/) (*1C 'D6JA J91A FA3G CE' J-( J9FJ G'J A15) JECF BDJD) (*-5D 9DJG' %F* ('DEB'(D'* H'DH14 'DC+J1) D%FG CD H'-/ (J97JC.",Neutral
15539,62067486,'D('JH %DDJ -'A8H H%0' H'-/ ',*G/ H-7DC ('JH 9DI 9DI ,H,D A'DCD (H./G H(*5J1 G0' 'D*91JA 'DE9*E/ *(9C (3 J9FJ .(Q1F' CJA (*-( J*E *91JAC.,Neutral
15540,62067487,'G H'DDG #F' A9D' #F' E*9H/ #91A -'DJ 2J E' 2J 'D('JH 9'/) AJECF G0G A15) A9D' %FG' A15) F'/1) #H BDJD) 'D-/H+ %JG 4HA #F' (7D9 9DI -'DJ #HD %4J CAD37JFJ EB/3J HGHJ*J G'J 'DEB/3J).,Neutral
15541,62067488,"('DF3() %DJ C*J1 EGE) (491 ('1*('7 C*J1 C*J1 C(J1 (E/JF) 'DB/3 ('D*-/J/ J9FJ 7(9' (CD AD37JF H H ('D9'DE %DI ".1G HDCF #F' (491 '1*('7 H+JB ,/KQ' AJ E/JF) 'DB/3 E.*DA 9F #J EC'F ".1 AJ 'D9'DE %JJG H(-( G'J 'DE/JF) C*J1 C*J1 H(491 %FG' GJ H7FJ 'D#3'3J J9FJ %FG #F' %JJG H7FJ GJ E/JF) 'DB/3 %0' (9/*FJ 9F E/JF) 'DB/3 ('CHF #F'.",Happy
15542,62067489,%JG %JG 4.5 .'1, H7FJ.,Neutral
15543,62067490,"G G0' GH 'D49H1 7(9' (-CJ4 %FG AD37JF E4 H7FJ HDCF %JJG 'DB/3 ('DF3() %DJ %DG' EC'F) .'5) ,/' ,/'.,Neutral
15544,62067491,"H#F' J9FJ %F3'F HG0G 'D4:D) JECF EECF *CHF (*6-C 4HJ %FJ (-CJG' %JG (3 G0' 'D,2! C'F EF *ACJ1 7HJD AJ #J'E GJC (3FH'* #5:1 EF GD# J9FJ E' CF* 18 19 20 21  (ACQ1 'DH'-/ AJ GHJ*G 4H #GE %4J AJ GHJ*G J9FJ GD GJ DH %FJ #F' 91(J J9FJ GD GJ #F' AD37JFJ GD GJ #F' E3DE GD GJ %FJ #F' %DI ".1G %JJG (G/'C 'DHB* %JJG",Neutral
15545,62067492,%JG D'BJ* A9D' %FG JECF #GE 9F51 GH 'D%F3'FJ) D#FG EECF A9D' 'DH'-/ %JJG  JCHF B1J( EF 'DF'3 D' J4*1CHF E9G 'JG D' ('DGHJ) 'DBHEJ) HD' ('DGHJ) 'D/JFJ) HD' ('DGHJ) 'DH7FJ) %JJG :J1 0DC J9FJ HJ-3 -'DG %FG B1J( ,/' EFGE EF F'-J) 'D*ACJ1 H'DE9*B/  ('D-1J),Neutral
15546,62067493,"%JJG H('D%.'! H'DE3'H') (JF 'D(41 %JG A(-3Q G0' ,2! EGE EF GHJ*J H H H*91JAJ DFA3J 7(9' GDQ# (7D* #-CJ C*J1 D#FG .D5 2J E' 'DH'-/ C#FG 9/' E1-D) 'D*ACJ1 AJ 'DGHJ) %JG HE9 0DC J9FJ %JJG D3'*G EGE D%DJ J9FJ %JJG GD# 'JJG CE'F 'JJG J9FJ (B/1 #91QA -'DJ %JJG J9FJ C%F3'F -BHBJ GD# (*91A 'DEGF) (*6DG' ,2! EF.",Neutral
15547,62067495,"%FJ #F' (4*:D AJ 'D9'DE 'D-BHBJ G0' %DDJ %JJG %DDJ (J97JFJ 'DA15) %FG #/'A9 9F -BHB 'D%F3'F H#9C3 'DEA'GJE %DDJ #F' A9D' ("EF AJG' %JG 9DI 4:DJ (-J') JHEJ) J9FJ %JJG H H7(9' (3(( 7(J9) 9EDJ GD' #F' (4*:D 9DI -BHB J9FJ 'DAD37JFJJF *B1J(' (4CD AB7",Neutral
15548,62067496,"'DAD37JFJ)%JJG HE9 0DC J9FJ #F' (G*E (-BHB 'D%F3'F HJF E' C'F H(*9'7A E9 'D6-'J' AJ #J EC'F AJ 'D9'DE (:6 'DF81 9F EJF GE 4H GHJ*GE HDJ4 GE 6-'J' 'D'F*G'C'* 'D-BHBJ). %JJG H#F' '%JJG 2H, H#( CE'F D*D'* #7A'D GD# DDG J-EJGE.",Neutral
15549,62067497,J.DJDC 'J'GE ,Neutral
15550,62067498, 4H #3E'&GE,Neutral
15551,62067499,J.DJDC '-('(C ,Neutral
15552,62067500, 'DC(J1 '3EG F'G6,Neutral
15553,62067501,"('D6'6 9DI '3E .'DJ 'DDG J1-EG 'JJG (:2) #F' CE'F F5 :2'HJ HG0' EGE AJ GHJ*J 9DI AC1) #F' H'D/*J EF :2).",Neutral
15554,62067502,G'G'G' "G H'DDG.,Happy
15555,62067503,"'G G0' 9F/J 4J! C*J1 EGE J9FJ #F' (491 B/ #F' (491 %FJ EB/3J (491 CE'F (GHJ) 'D:2J) G0G %DDJ GJ ,'J EF 'DH'D/) HEF E.HD) %JJG %DDJ #F' (-(GE C*J1 J9FJ H"G 7(9' 7AHD*J C'F* EGE) .",Neutral
15556,62067504,EF /'1 EJF .H'DC  ,Neutral
15557,62067505,"#HCJ #HCJ ",Neutral
15558,62067506,"G,Neutral
15559,62067507, A .'DJ 'DDG J1-EG C'F '3EG F'G6 'D1JQ3 HAJ CE'F .'DJ EH,H/ GD# 'DDG J97JG 'D5-) %3EG E'GD 'D1JQ3 ,Neutral
15560,62067508,H,/J C'F '3EG EFJ1 'D1JQ3 C'F 9DI #J'E 9(/ 'DF'511&J3 (D/J) :2) 'JJG A@ "G J9FJ %JJG 7AHD*J AJG' C*J1 %JJG J9FJ :2) GJ ,2! C(J1 EFG' 7(9' J9FJ 'JG #F' E' 5- DJ 'DA15) %FJ #*A'9D E9 :2),Neutral
15561,62067509,"%D' 9F (9/ (4CD -BHB J9FJ #F' (7D9 9DI :2) 5'1* -1( (FBHD #HCJ G' AJ 4G/'! AJ ,1-I AJ %DI ".1G 'G AJ %:D'B AJ 9BH() ,E'9J) HDCF %0' #F' (*3#DFJ %J4 :2) ('DF3() %DJ.",Neutral
15562,62067511,F1H- 9 'D(-1 A@ ('DF3() %DJ :2) GJ E-D %JJG ,EJD. AJ 0C1J'* C*J1 C*J1 -DH) EF 'D7AHD). %JJG 7(9' #F' 9'1A %FG :2) AJ 'DH'B9,Happy
15563,62067512,GJ E-D EFCH(.,Sad
15564,62067513,%JJG (4CD C(J1 HDCF #F' (BDC #F' 9D'B*J 'D4.5J) E9G',Neutral
15565,62067514,"2J 9D'B) #GD :2) E9G' J9FJ GH  DE' (/G J-CJ 9FG' (J-CJ4 9FG' EC'F EFCH( (J-CJ 9F 'D0C1J'* H*A'5JDG 'D5:J1) AJG'.",Neutral
15566,62067515,('D8(7 5-.,Neutral
