ÿColumn1,id,text,sentiment
16850,40275271,"#J6' GF' D' D' '/J9 31' J9FJ, G'J 'DE$33) C'F* E$33) *B/E EF- D(96 'DE4'1J9 #J E41H9 EECF GJ *B*F9 AJG (5J1 JB/EHDG EF- B/EH' E4'1J9 .J1J) HE4'1J9 E1#) HE4'1J9 4('( HC0' %DI ".1G 'D"F E1C2 'D9H/) H'-/ EF 'DF'3 %DDJ J9FJ *A'9DH' E9 G0G 'DE$33'* B/EH' E41H9 HEC*H( H6:7 HEA'H6'* HC0' D-*I '3*7'9 %FG J-5D 'D*EHJD G0' 'D*EHJD '3*E1 -*I 2013 2014 H(9/ 0DC E' '3*7'9 JCED. 'DJHE 'DJHE 'DE1C2",Negative
16851,40275270,"CDGE EF 'D#A1'/ CDGE EF 'D#A1'/ (96GE 9F/GE 41C'* #H %4J JECF 41C'*GE **(19 DCF ('DFG'J) GH B1'1 B1'1 G0' 'DA1/ HG0' J9FJ F*, 9F 15J/ 7HJD (F'G E1C2 'D9H/) H/.D 9DJG (9/ E' *916 J9FJ GH D#2EG ('D 2013 2014 %JG .D*G J9'FJ D%FG 'D*EHJD 'D#3'3J C'F JB/E EF E$33) %3EG' FE'!.",Neutral
16852,40275269,"HJ-*', %DI (F'! +B) 9'DJ) ,/' ('DE41H9 D-*I *3*7J9 #F* *#EF %FG #H C#FG G0' 'DA1/ EECF J3*E1 E9G #H 1,D 'D#9E'D #H 'D*',1 #H 'D7(J( #H 'DEH8A GHF HD0DC 'D"F AJ 4(C) /HF'13 DDE1C2.",Neutral
16853,40275289,"DJ4 94'F 'DF'3 JCHF E9G' 3F) C'ED) *,G2 -'DG'",Neutral
16854,40275290,"E'4J A' (G0' 'DEH6H9 #F' (9*B/ %FG F,- DCF E9 0DC G0' E4 C'AJ D%FG %F* '3*79* %FC *-BB -'D) ,E'GJ1J) H49(J) EGE) ,/' DJ4 -*I #HBA 9F/ 'DG/A %DDJ %F* -//*G D%FG 'DG/A *(9C #5D' GH G/A #F' (9*B/ 5:J1 A%F* D' D'2E *7H1G (G0' 'D'*,'G 'D"F 'D B6J) 'D(9/ 'D3J'3J",Neutral
16855,40275291,H%FG (/JD DEF8E) 'D*-1J1 #H :J1 0DC *1I 'DE$*E1 D' D' J.AJ FA3G (#FG GH 6/ 'D-'D) 'DAD37JFJ) 'D-'DJ) H/'&E' AJ CD 'D(J'F'* 'D.*'EJ) J7'D( (4CD #3'3J H'6- AJ %5D'- EF8E) 'D*-1J1 H%9'/) 'F*.'(G 9DI #33 /JEB1'7J) H:J1 0DC #5D' G'J 'D'F/E',G #5(-* E*C11).,Neutral
16856,40275292,"DCF GH E' (J71- FA3G C(/JD DCF GH (J71- FA3G C6':7",Neutral
16857,40275314,"A%F* 'DF81) 'DCDJ) GJC (*(JF J9FJ 7(J9J J9FJ DCF 'DDJ (CHF ('D*A'5JD B/ *CHF *1I G'J FA3G' G'J",Neutral
16858,40275313,'DA1B #-E/ E' (JF %FG H'-/ EF .'1, 'DE4G/ %DDJ 9E (J4HA 'D#EH1 (2'HJ) CDJ),Neutral
16859,40275312,J9FJ GH 'E*/'/ DDF4'7 %DDJ GH EH,H/ 'C*1,Neutral
16860,40275311,"%FC (*9ED E-7'* HE1'-D HAH'5D 'G J9FJ E D DE*'(9JF HD' E4'1CJF HD' EG*EJF J9FJ ( E' E' EF4HA 'D'4J CJA %F* (*4HAG %F* J9FJ (F4HA A9DJ' %FG DHD' E$*E1 AD37JFJJ #H1H(' #5D' E' 5'1 G0' 'DE$*E1 J9FJ (G0' 'D4CD HDHD' 4.H5 HDHD' 'D4.H5 'DDJ #33* E$*E1 AD37JFJJ #H1H(' E' 5'1 'D"F -*I DH C'F AJ .D'A JECF *FBD 'D4.H5 GH #H6- 4J! J9FJ #H #H -6H1 H H8GH1 'D4.H5 GH #H6- 4J! D DJCHF 9DI 'D1(7'* %DDJ EH,H/) (3 #F' (AC1 %FG",Neutral
16861,40275310,('DH5A 'F* C*J1 -01 ('DH5A,Neutral
16862,40275306,"9D4'F J J13. ,G/G AJ E$*E1 AJ 'DE$*E1 'D49(J J9FJ G0' #-/ 'D*,'0('* %DDJ 9E (*5J1 J9FJ GH DJ3 'E*/'/ D' #(/' E4 'E*/'/ %DG ('D9C3 #F' (9*(1 %FG AJ -'D) J9FJ E' (/J #BDC 'D*F'B6 HD' 5/'E DCF -'D) 9/E 'D'D*2'E (JF 'DE$33*JF F*J,).",Neutral
16863,40275305,J9FJ "G F'&( #8F 1&J3 'DGJ&) 'D9'E) AJ 'DE$*E1 'D49(J DCF #8F G0' 'D'A*1'B E' (JF E$*E1 AD37JFJJ #H1H(' H'DE$*E1 'D49(J H9/E 'D'F3,'E GH %DDJ /A9 E',/ 'D2J1J %FG J*1C E$*E1 AD37JFJJ #H1H(' B(D #3(H9.,Negative
16864,40275304,'DE$*E1 'D49(J DAD37JFJ) 'D.'1, 'DE$*E1 'D49(J DAD37JFJJ 'D.'1, E' %DG 9D'B) (E$*E1 DAD37JFJ) #H1H(' -*I #F' (9*B/ AJ '3*1'B (JFGE AJ #5D' J9FJ *9'16 J9FJ E$*E1 AD37JFJJ #H1H(' DE JB(D %FG GH JF/1, #H J/9E G0' 'DE$*E1 D%FG #5D' AJ A1B C(J1 ('D#/(J'* H('D#G/'A H:J1 0DC D0DC G/HD ECHFJF EFA5D'* DCF AJ F'3 C+J1 EF #96'! E$*E1 AD37JFJJ #H1H(' GE #96'! 1&J3JJF GF'C E',/ 'D2J1J FA3G %DDJ GH 1&J3 E$*E1 AD37JFJJ #H1H(' BJ'/J,Neutral
16865,40275303,%F* 9E *-CJ 9F #J,Neutral
16866,40275302,(3 E4 G'/ 'DJ (-CJ 9FG 'F' 'F' (-CJ 9F 9F 'D-/+ 'DC(J1,Neutral
16867,40275301,4HA %F* 0C1* 4:D*JF E$*E1 AD37JFJ) *1CJ' GH -'D) #J6' AD37JFJ) E4'(G) D-'D) AD37JFJ) #H1H(' J9FJ "G "G E-'HD) '3*F3'. 'DAC1) %FG AJ AC1) F',-) AJ #H1H(' (/J #-'HD '3*F3.G' AJ *1CJ' (9/ E' 5'1 AJ.,Positive
16868,40275300,'DEH!*E1 'D49(J DAD37JFJ 'D.'1, GDB #F' ('DF3() D%DJ GH 'E*/'/ J9FJ #F' (/J #.*E AJG H'E*/'/ %JG %J %J 4H DJ4 HB*G' 5'1 9DJG 'D:D7 'DC(J1,Neutral
16869,40275299,"7( 7'1B %JG ('.*5'1 C+J1 31J9 E$*E1 AD3 E$*E1 AD37JFJJ *1CJ' C'F %3EG #H E$*E1 'DAD37JFJJF AJ 'D.'1, AJ *1CJ' AJ %37F(HD 9ED 'D2J7) 'DE4CD) 'DC(J1) %DDJ 5'1* 9DJG H#8F A*- H'D3D7) E1'* 6/GF",Neutral
16870,40275298,9DI 'DE$*E1 HAJ ,2! 5E* J9FJ E' E' -CI GJC HD' GJC.,Neutral
16871,40275297,'D4.5 'DH-J/ 9DE' %FG %F* DH *,J( EF #C(1 'DE*-/+JF (*(9*DG 13'D) #H (*(9* DG /9H) (*/9JG 9DI 9DI 'DE$*E1 DCF 'D3AJ1 *-/J/' H'D3A1'! AJ ,2! C(J1 EFGE C'F J*A'9D (4CD %J,'(J HJ,J HAJ ,2! DD#3A 4F -1(.,Neutral
16872,40275296,'G AJ E1'3JE (*CHF J9FJ,Neutral
16873,40275295,'DE$*E1 94'F J97JG' 'G.,Neutral
16874,40275294,J9FJ EJF 'D3AJ1 'DAD37JFJ AJ 0DC 'D(D/ (:6 'DF81 /'&E' #HD /9H) *H,G %DG H GH 'D4.5 'DH-J/ G' 'D4.5 'DH-J/ 'D0J *H,G DG 'D/9H) EF .D'D 7D( DB'! EB'(D) E9G J9FJ 'D/9H) (*1H- EF B(D HA/ C'ED EF.,Neutral
16875,40275293,"(%*,'G %FG J9ED -'DG 'D6:7 EF #,D %FG G'J 'DEF8E) *0G( (%*,'G %FG *1I E' -/' J3-( 'D5H* EF *-* 1,DJCE HD0DC #HD /9H) AJ CD E$*E1'* #H1H(' AJ CD E$*E1'* AD37JFJ) #H1H(' EF 2002 -*I 'DJHE #HD /9H) *H,G CE*-/+ 1&J3J GJ DD3AJ1 'DAD37JFJ AJ 0DC 'D(D/.",Neutral
16876,40276487,DH (JBHDHDJ GDB (F(9*DC %JG (9*HDJ 'DAD'J1 'DDH,H 'D/9'J (7D9 AJ GF'C 5F/HB F3J* 5F/HB %J4 -*I (19'J) 5F/HB EJF (-CJ E9 'D%/'1) (JBHDJ (3 F-F' DE' -CJF' E9GE B'DHDF' %FG AJ 4J! EEHDJF J9FJ :1J( 'D%4J -CI E9GE B'DHDH' GH 'DDG 9DBF' E'/J' HB11F' F,J( *EHJD.,Neutral
16877,40276489,DH 'DE/J1 (JBHDHF (3 %-F' '*ABF' ('D9B/ %FG A4 *EHJD EF (1) 'D "G (3 J9DBF' H#(51 %J4 H#(51 %J4 B'DGE 7J( .DJF' FA-5 EF G0' 'D5F/HB.,Neutral
16878,47553053,A5'1* 'DEBDH() ('DF3() %DF' J9FJ 7(.) E4 F9ED AJG' AH6I 2J E' (J-CJ 'D'-*D'D HDCF 'D7(.) (*,E9 'DF'3 9DI 'D1('7 HAJ CD EHBA HB* ,'JJGE 5'1* E+D' %J EH6H9 ('( 'D9EH/ H'G B5) #H B1'1 *1'E(.,Positive
16879,40277842,H6EF *9BJ/'* H*1CJ() 'DE4G/ %DDJ EH,H/ %DDJ 5'1 %E('1- F'AI CD FAI CD %DDJ %F* %DDJ %DDJ 2J E' -61*C *A6D* CD 'D*3,JF "G H5G1 'DGHJ) H5G1 'DH9J %DDJ 'F-CI 9FG J9FJ.,Neutral
16880,40277851,J9FJ 'DDG EH,H/ D' 4C /'&E' J9FJ (3 CE'F J9FJ 'DDG J1-E 'E CD+HE %FE' DD5(1 -/H/  %FE' DD5(1 -/H/ J' -(J(J (-(G' 9AC1),Neutral
16881,40277850,A'DB5) E' 'F*G* HD' 1'-* HD' %FG JD' CA*DG ('DCJ3 H'DDG J1-EG H4H (/F' F3HJ HG/HD JD'C A1H-F' *-* '-*D'D H#EDF' D'DDG G0G 1'-* 'DB5),Negative
16882,40277849,94'F E3*H7F) 291'F /93 4( AD37JFJ,Negative
16883,40277848,(J7D9H' 'D4('( H'D5('J' (JF2DH' 'D%9D'E H(J1A9H 9DE AD37JF,Neutral
16884,40277847,DE' (D-8) GJC *C).,Neutral
16885,40277846,('** 'DD/ E1C2 DG' 'DB5).,Negative
16886,40277845,"%JG E4 G'J 'DB5) 'DB5) %FG 'DD/ E/JF) %4*:D 9DI %4*:D 9DI '(*D'&G' ('DE./1'* H'DB*D H'D,1JE) 'DEF8E) J9FJ HA9D' ',* A*1) J9FJ.",Negative
16887,40277844,'3' #F' D/'HJ 'D#5D J9FJ #F' #(HJ %DG E79E AHD C'F ('DD/ (/J %J'G '91A HJF E-DG,Neutral
16888,40277843,4HA #F' JECF 94'F CE'F (1H- C+J1 9DI 'DE/F HGJC H%4J J9FJ.,Neutral
16889,40277841,H.,Neutral
16890,40277853,"GD# "G "G "G "G",Neutral
16891,40277840,(3 A9DJ' 7D9* 9 #9/'/ EF 'DF'3 H H4CD 'DEH',G).,Neutral
16892,40277839,"(4CD 9'E (*4HA E4G/ %F* (F'AJ CD %4J JB'D 9F 'D#31DG H'D H'DJ GJ -'61) EH,H/) (3 A9DJ' GJ E' #+1* 9DI 'DGHJ) 'DH7FJ) ('D4CD %DDJ %-F' (F-CJ 9FG D%FG 'DE8'G1'* A16' %DDJ 7D9* EF 'D 48 GJ #C+1 EF %DDJ 7D9* ('D6A) J9FJ E9 E9 #.0 (9JF 'D'9*('1 9DI #3'3 'DBE9 %DDJ EH,H/.",Negative
16893,40277838,%JG %JG.,Neutral
16894,40277837,E8(H7 HE('1- (*91A GJC 'DE4G/ *-/J/' 'D 48 (4CD #3'3J %0' (/J #*,'H2 'DE8'G1'* 'DEF8E) AJ AJ E1'C2 'DE/F H'D(D/'* H(/J #1H- (%*,'G 'DE3*HI 'DE8'G1'* 'D+'FJ).,Neutral
16895,40277836,9DI :3'F CFA'FJ DE' BD*DG 5AJ) 20 3F) (4A'GG' H5JAG' E' B/14 *E-J .1'(J4 'DHD'/ 9F 'D-J7).,Neutral
16896,40277835,"D' H'E('1-",Neutral
16897,40277834,7D9* E('1- C31 7D9* %E('1- C31* 'D/FJ' 94'F 'D#B5I %E('1- 7D9* C31* 'D/FJ' 94'F 'D#B5I A('D*'DJ 'D 'D 'D 'D(HJ' %DDJ 2JFHG' 7 8 H,HG E' (*E3C DGD' E4 E'3C).,Neutral
16898,40277833,'G 4H %3EG' E4JB(,Neutral
16899,40277832,G0G 70% EF 4('(G' (./EH' AJ 'D,J4 'D%31'&JDJ.,Neutral
16900,40277852,'DDG J.DJC #(H (J3'F 7J( 3$'D 9DI 'D9J/,Positive
16901,40277854,9'/'* 'D9J/ %DDJ %F* (*91A CD 'D(D'/ HD'AA AJ CD 'D(D'/ HJF #:1( 9'/'* 'D9J/ AJ AD37JF.,Neutral
16902,40277830,J9FJ ',* D-8'* CDG HJF E' C'F HJF E' *7D9 J9FJ AJ.,Neutral
16903,40277866,"(BHDC D'2E F'CD E'D- J.DJ 1JBF' JF2D B/ E' F4A 1JBF' EF 'D4H( AJ 1E6'F G'G'G' J-7HG 9DI 'D3A1) G0' H,() 1&J3J) J9FJ GDB %-F' C'F ('DF3() %DF' GH A'*- 4GJ) J9FJ AJ 3EC) H-/) A3J.) HDH (*-(H4 DBE*JF *D'*) *A*- 4GJ*C 9DI 'D('BJ 'DDG #9DE #GDF' C'FH' .(+G",Neutral
16904,40277875,"4HA #F' 'D9'/J %DDJ J9FJ 'D "G 'D 'D 'D 4HJ) :1J() D-/ 'D'F #F' E4 B'/1) #3* E4 B'/1 J9FJ #(D9G'",Negative
16905,40277874,"5- 7J( H #97JFJ #97JFJ CE'F 9'/*JF :1J('* AJ AD37JF :J1 'DA3J. #F' EEFHF %FG 'DA3J. C'F* #:1( %4J D%FG A9D' GJ G'J %4J :1J( J9FJ (3 #97JFJ CE'F 9'/*JF :1J('*.",Neutral
16906,40277873,5- 5-,Neutral
16907,40277872,HDDEG,1JF (16G #97JG' H7'D9) E9C,Neutral
16908,40277871,5'1 J4*:D (HJ',J H5'1 J4*:D C0' HC0' 7( J' %(F 9EJ 3* 3FJF (9/ 'D48 (FJF' 'D.DJ, CDG.,Positive
16909,40277870,#HD 4:DG 9EDG' 'DEG',1 'DAD37JFJ 'DEG,1 'DAD37JFJ #HD 4:DG 5'1 J/H1 CJA HJF (/H J9DE '(FG,Neutral
16910,40277869,'D48 "3A ".1 %4J J9FJ.,Neutral
16911,40277868,"A'GE CJA (JCHF %F* H#.HC (5-F H'-/ 94'F 'D(1C) E4 94'F 'D(1C) 94'F A4 5-HF HGJ 'D7(.) GJ #H /JFG' J9FJ /(1* -'DC #CD* #CD* A*(/# *C*4A 4HJ 4HJ CE'F 'D-CE) 'DA71J) G'J EF HJF ,'(HG' CJA /(1HG' HCJA 7D9H G'D,JD G0' %DDJ ,'J J9FJ.",Positive
16912,40277867,J9FJ .(+ 'D0C'! (16G C'F 9F/GE #97JG' DE' C'F JBHD DC J'(' CHD .(2 E9 'D2J*HF (*4(9 CHD .(2) E9 'D2J*HF) (/F' FAGE %FG %0' %F* (*B/14 *'CD 2J*HF*JF H1' (96 D%FG (*1H- 2J*HF 9DI #.HC ACDG' (.(2).,Neutral
16913,40277865,G'* *1,EG' E' G0' 2J #97JG' H2E1* H7'D9G E9C GD3F) :2) 'D,EJD) J9FJ,Positive
16914,40277855,H4H ':1( 9'/'* E9 'D9J'/ 'G,Neutral
16915,40277864,%JG GE (JBHDH' 'DA3J. (47A 3H3) 1E6'F,Neutral
16916,40277863,(*-(H4,Neutral
16917,40277862,(*6'JB EFG 'F',Negative
16918,40277861,'(H (J3'F 'F' (-(H4 DDA3J.,Negative
16919,40277860,'G J9FJ A19HFJ *(JF 'D3EC) DE' (*-F7 (*97J 79E *'FJ :J1 *H* 9F. #EHF J9FJ %J H7(9' %-F' H'D/J C'F 9DI 9D'B) ,J/) ((96 'DF'3 EF :2) C'F J,J(HDF' 'DA3J. (3D'* 3D'* B4 E5A*G 9DJG' 'D1ED *(9 'D(-1 (JFCE 7(9',Neutral
16920,40277859,J' 12 J' D(F J' -4H) J' %4J 2J GJC J9FJ (3 DE' #F' (BHDHDJ #5/B'&J C*'1 EF :2) HGJC %FG 9DI 'D3A1) %DDJ (3 J.DB *6'1( AJ 'D3HB 391G (BHDG 7D9* 'DAC1) J' 3J/J 'D92J2 A19HFJ) ('D#3'3 'DE51JJF 'DA1'9F) 'D#5D C'FH' 2J E' (-F7H 'D3EC) (3 (JF 'D3EC) DE' **-F7,Neutral
16921,40277858,"G D%FG D' H%-F' J' #(J6 J' #.61 J9FJ.,Neutral
16922,40277857,G'G'G' %F* ,E'9) 'DE9D'B J9FJ.,Neutral
16923,40277856,J9FJ #F' E4 B'/1 #3*H9( %FG 'D:2'2H) (A71H A3J. AJ 'D9J/.,Neutral
16924,40277831,92() 92() 'D'4J EF B1J) 5:J1) AJ 'DFB(.,Neutral
16925,40277829,CD 4J! (J*:J1 CD 4J! (J*9'7I E9 G'DH'-/ *C*JCJ %D' 92 %D' 'D92) HC1'E) 'DFA3 J9FJ.,Neutral
16926,40277877,J9FJ (F*J H HD'/G' (3 ,H2 (F*J (,J4 EEFH9 J,J,Negative
16927,40277794,%-F' F'3 E(F-(4 'D-1(,Positive
16928,40277803,H1:E 0DC #F' (BDC DDJHE H(C1G H(9/G J9FJ %J 7(9' 'DE4'G/ %DDJ (*-CJ 9FG' %J.,Neutral
16929,40277802,#F' E4 D-'DJ.,Positive
16930,40277801,#E %FG #F' E4 D-'DJ.,Positive
16931,40277800,CJA (/H JCHF,Positive
16932,40277798,H#F' E J9FJ (-(4 #3*9ED G0' 'DE57D-.,Neutral
16933,40277797,'DEB/3JJF.,Neutral
16934,40277795,J9FJ (/F' F9J4 A'GE 9DJ 4E9FI #F' '(FJ %DDJ 9E1G 6 7 3FJF DE' (J4HA 5'1H. (5J1 J5A1 H(F(37,Negative
16935,40277793,%JG.,Neutral
16936,40277805,4 H5'1H' JG2H ('D-J7 HJ/BH' 9DI ('( 'D.DJD ('( 'D.DJD E3C1 (*91A AJ ('(JF D('( 'D.DJD AJ ('( 'D-/J/ HAJ 'D('( 'D4'19,Negative
16937,40277792,'D(F*':HF J9FJ J-7HGE HJ6DH' J*A1,H' 9DJGE JHEJF *D'*) HJAC1H' C+J1 AJ 'DEH6H9 JAC1H' DDE/I 'D(9J/ 'D'3*1'*J,J E4 DDE/I 'D*C*JCJ 'DB1J( J9FJ.,Neutral
16938,40277791,# %JG AJ 'D3J "J %J.,Neutral
16939,40277790,%JG JECF G0' %DDJ (/C *97JG DE-DD 3J'3J.,Neutral
16940,40277789,%JG 'D,FH/ H'DE3*H7FJF (D4H' JG1(H' H4('(F' (5H1H' ('D,FH/ HGE (G1(H' (J3BAH' H(J5A1H' G0' 'DE4G/ GJC #-CJDJ 9FG #C+1 A5DDF' %J'G #C+1,Positive
16941,40277788,"#GD :2) HEB'HE) :2) DDB/3 H(FA3 'DHB* 7D9* 'D5A'1) H7D9* 'D5H'1J. 'D.",Neutral
16942,40277787,H/9E,Neutral
16943,40277786,"%JG E1C2J) B'9/) (*CHF %DDJ B'9/JF (FH5A AJG' HF-CJ 9FG' (3 CE'F (FA3 'DHB* 4AF' E4G/ %DDJ GH HB* 61( ('D5H'1J. #F' G0' (/J *H5ADJ %J'G CJA 4CDG %JG %JG 4AF' GJC E4'G/ AJ/JHG'* (3 %0' (*-CJDJ B55 HJF %F* CF* HCJA C'F 'DE4G/ EF EF E-J7C HE9 'DF'3 DD-8) %DDJ %DDJ 'D 'D CD AD37JF B'9/) (*3*FI ( ('F*5'1 :2) DDB/3 HBHA",Neutral
16944,40277785,"GJ GDB GJ 1'A9) AD37JF J9FJ H'DE4G/ 'D#.J1 %DDJ 4AF'G 'D*A'A 'DF'3 -H'DJG' EF EF EF FB'7 '4*('C E*H'69) ('D6A) F*J,) 'D81HA %DDJ EH,H/) AJG' #H 'D3D7) H'DBE9 %DDJ EH,H/ (3 AJ FA3 'DHB* 'D 48 HFB'7 'D'4*('C 'DH'39) H'D('5'* %DDJ C'F* *-ED HH5HD' DDE-D 'DDJ GH CE'F :2) J9FJ -1C* -'DG' H%FG %-F' *-* #E1CE J9FJ (E9FI 'DE7'D( %DDJ 7D9* %FG (/F' %J'CE *A1,H' H*9EDH' C0' H*3H' C0' AJ 4.5J)",Positive
16945,40277783,D#FC +B'A*C H/JFC H#.D'BC H*1(J*C (*EF9C %FC *1A9 #J/C 9DI ".1JF (3 GH .D5 %F219 'D.HA ,H'C 94'F GJC %F* BD* DE' (JBHDH' H2 #H 'G JECF JF7 9F 'D-J7.,Neutral
16946,40277804,"#F' 4A* 2JG' (('( 'D 4A*G' ('( 'D.DJD -BJB) J9FJ 4HA*G' ('D.DJD C'F AJ *,E9 9// C(J1 EF 'DE3*H7FJF HGE ,'JJF 9'&D'* -BJB) J9FJ ,'J (*91A 'D,/ 'DEF*51 AJ 'D 48 ,'J( #HD'/G H#HD'/ #HD'/G H#-A'/ #-A'/G JH1,JGF (7HD*G H'3EG 9DI 'D-,1 ('( 'D.DJD DE' GH -11 AD37JF A'GE CJA (D-8) CDG G0' B/'E 'DHD/ AJ 'D3 CJA 'D9,D (J7D9 9DI E3E'1 GJC CDGE C'FH' GJC H(9/JF",Negative
16947,40277806,"B'9/JF (J/BH' 9DI 'D('( 'A*-HDF' HC#FG #EG ,H' J9FJ (/G' *A*- DG EGH ,H' 2J (1) DH A*-* HE' AJ4 %4J ,H' (3 GJ 'DAC1) %DDJ ('D1'3 %FG H/HFJ E-D :J1 GHF.",Negative
16948,40277828,H'DDG 'FE3-H' H1'-H' (B9/H' ('DE7'9E E4 9'1A 4H,Neutral
16949,40277818,C'F* BDH( :2) AJ 'D#B5I 'DJHE 5('-' BDH( 'D#B5I.,Positive
16950,40277827,(J97JF' 5H1) 4HJ #H6- %FG %JG E1'* (BHDC /HD) AJ :2) H/HD) ('D6A) H'DB/3 E4 9'1A G0' CDG /H'HJF GD3F) J9FJ D%FG %-F' A'GEJF DGD3F) 'D/'.DJ) J9FJ J9FJ #F' ('DEF'3() D/'HJ H'E('1- BD* 4/) #(H 'D9(/ 4/ B1(* 'DB/3 9DJ 'DD/ 4E'3 #D) 'D1ED) (%9*('1 %FG 'DD/ ('D1ED) (D/ H-/) E*DF' E*D %E('1- F7D9 9 'D1ED) 7D9 F'3 9E J4*:DH' 9DJGE 75 3F) HCD 4HJ %-F' (F-'HD F5/B %FG.,Neutral
16951,40277826,A('D*'DJ JECF G0' CE'F.,Neutral
16952,40277825,3C1H' CD ('1B) #ED (H,GG. 5'1* **B'*D E9 ,H2G' (*7D9 (/G' *3*4G/ 5'1* %DDJ E4 %JG %DDJ (/GE J,H2HG' :5(' 9FG' *7D9 94'F AF-7H AJ EC'F DJ3 DGE (/JD %D' 'D'FA,'1 J9FJ.,Negative
16953,40277824,'D-5'1 DE' 4( DJ4 4( (J1H- 9DI E3J1) 'D9H/) E1'* (JBHD D#EH #F' 1'J- (/J 'F7. JE'.,Negative
16954,40277823,H-/) D' *FA5D. 3J(C EF 'D3J'3) HEH'2JF 'DBHI H'D E4 9'1A %J4 HCD G0G 'DB55 #F' (-CJ EF (41 D(41 F'3 DF'3 J9FJ D%FG CE'F JECF 'D81A %DDJ B'9/) AJG #GD :2) %DDJ B'9/JF AJG #-(*F' AJ :2) (4(G HDH EF (9J/ 81AF',Positive
16955,40277822,G0G J9FJ,Neutral
16956,40277821,J9FJ ('D8(7 GJC,Neutral
16957,40277820,#E J9FJ GJ 'DE3#D),Neutral
16958,40277819,AJ 4'19 :2).,Positive
16959,40277817,'D5(- %E('1- 5('-'.,Positive
16960,40277807,J9FJ #F' 3E9* E3('* ('D9(1J GJC GJC EF 'D2F'1 D#.*J %DDJ ,'(FJ 9DI GHF.,Negative
16961,40277816,'F' (BDC E(J1-,Neutral
16962,40277815,B/J4 'DJHE #+1 %J,'(' 9DI 9DI 9DI FA3J) 'DF'3 H9DI FA3J),Neutral
16963,40277814,%JG %JG G0' G0'.,Neutral
16964,40277813,"%JG C'F 7(9' EF .D'D 'D*G/J/ HEF .D'D 'D3'9) 6:00 H%0' (*9EDHG C0' (F3'HJ HC0' (9/JF (/CE *.DH' 'D-1E H*F3-(H' EF 'D-1E HC0'.",Neutral
16965,40277812,%JG.,Neutral
16966,40277811,H H4H H4H #+1 H4H #+1 CE'F 'D 'D 'D .DJFJ .DJFJ #-CJ E' B(D 'D61() FA3G' #H 'D5H'1J. -CJF' 9F 'DE4G/ (3 E' B(DG' /.HD :2).,Neutral
16967,40277810,GDB (/GF JAC1H' C*J1 B(D E' J9J/HG' J9FJ.,Neutral
16968,40277809,A'GE G0' %DDJ *9H/H' 9DJG.,Neutral
16969,40277808,E' GH C'F EAC1 -'DG 9'DE H1B5 HEJ H95J1 HJ61( -,'1 9DI /C'CJF 'D91( AJ 'D(D/) 'DB/JE) HJ3(,Negative
16970,40277876,"B5) %FG GJ E4 'D9'/) (*3(C 1E6'F 9DI CD -'D GJ %FG 'D.DJDJ 7(9' AJ 'DB/3 AJ EFG %FG 'D2H, (JF92E4 (F92E 'D(F*.",Negative
16971,40277878,G0G 92JE) HD'J' (J9*(1HG' 7( #F' HJF #1H- 7J(,Neutral
16972,40277951,%J 'D 'D-'5D %FG AJ G0G 'DE$33) (*97J (1F'E, 'D/(DHE 'D9'DJ AJ 'D5-) 'DFA3J) A#F' 3,D* AJ 'D AJ 'D(1F'E, GH ('D41'C) E9 'D,'E9) 'D%3D'EJ) H/13* *B1J(' 3F) HF5 H(9/ GJC B/E* 9DI EF-) 'D 9DI (1J7'FJ' H7D9* DJ 'DEF-) H/13* AJ (1J7'FJ'.,Positive
16973,40277965,"%J %J GH C+J1 C(J1 'D3$'D E*A19 (3 -'HD EF #HD E1) EF #HD FB7) *0C1*G' %DDJ GH EH6H9 'FC *1,9 H.5H5' (9/ A*1) J9FJ *9*(1 7HJD) H*(/# E+D' 4:D E('41) %JG 'DE91HA %FG %F* %0' CF* %J 'DE91HA J9FJ 9DEJ' %FG %F* (3 *1H- *3'A1H' 9DI (D/ D#HD E1) -*5J1 9F/C 4J! %3EG cultural shock #H #H 'D5/E) +B'AJ) -*'./ ('DE7 EF 4G1JF J9FJ ('DE*H37",Neutral
16974,40277962,A' *9 GJC F-CJ 9DI *97JFJ GJC FE4J E9C *A6A6DJ 9DI 'DA1HB E' (JF ,H' #H :2),Neutral
16975,40277961,%FG E E4 CD 4J! (2(7 (1) (2(7 ,H' HE4 CD 4J! (2(7 ,H' (2(7 (1) HAJ #4J'! EF*9DEG' (1) E' (*2(7 AJ :2) H'DF'3 (:2) :J1G H#8F G0' ,/D (*9DB CDG (AC1) %FG B/J4 'D9DE G0' 'D9DE *-/J/' %DDJ %F* (*/13G (J2(7 AJ EF'7BF' H (J*9'7I E9 .5H5J*F' H.5H5J) +B'A*F' H.5H5J) 'D .5H5J) 'D'-*D'D H*(9'*G (4CD #3'3J J9FJ.,Neutral
